,image_type,oddball,mark,rts,resps
0,1,0,0,NA,NA
1,0,1,3,NA,NA
2,0,1,3,NA,NA
3,0,1,3,NA,NA
4,1,0,0,NA,NA
5,1,0,0,NA,NA
6,1,0,0,NA,NA
7,1,0,0,NA,NA
8,0,0,2,NA,NA
9,0,0,2,NA,NA
10,0,0,2,NA,NA
11,1,0,0,NA,NA
12,1,0,0,NA,NA
13,0,0,2,NA,NA
