timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1583421915.134,83.008,21.973,49.805,66.406,46.875,0
1583421915.138,82.031,24.902,50.293,68.359,26.855,0
1583421915.142,87.891,27.832,39.551,72.266,-26.367,0
1583421915.146,90.332,30.273,34.668,72.754,-23.926,0
1583421915.150,85.938,29.297,34.180,74.219,46.387,0
1583421915.154,78.125,25.879,36.133,74.707,68.848,0
1583421915.158,69.824,23.438,40.039,65.430,91.797,0
1583421915.161,63.965,23.926,36.621,56.152,69.824,0
1583421915.165,54.199,26.855,35.156,47.363,28.320,0
1583421915.169,52.246,27.344,37.109,48.340,36.133,0
1583421915.173,53.711,25.879,28.320,54.199,35.156,0
1583421915.177,49.805,23.926,21.484,53.711,23.438,0
1583421915.175,51.270,25.391,16.602,56.641,26.855,0
1583421915.179,53.223,24.414,13.672,58.594,13.672,0
1583421915.183,52.734,24.414,40.527,54.199,2.930,0
1583421915.187,53.711,25.879,56.152,47.852,10.254,0
1583421915.191,50.781,25.879,49.316,47.363,11.719,0
1583421915.195,50.293,25.879,43.945,46.875,35.156,0
1583421915.199,48.340,24.902,38.086,41.016,31.738,0
1583421915.202,43.457,25.879,34.668,39.062,21.973,0
1583421915.206,39.551,26.855,34.180,33.203,57.617,0
1583421915.210,35.645,26.367,37.598,26.855,37.109,0
1583421915.214,38.574,25.879,33.691,32.227,-24.414,0
1583421915.218,37.598,26.855,28.809,33.691,-13.184,0
1583421915.234,40.039,29.785,39.551,35.645,22.461,0
1583421915.238,40.039,30.762,39.551,34.180,-34.180,0
1583421915.242,35.645,30.273,37.598,32.227,-35.645,0
1583421915.246,34.180,29.297,35.645,35.645,4.395,0
1583421915.250,36.133,29.297,34.668,34.668,-10.254,0
1583421915.254,37.109,29.297,37.598,32.715,20.996,0
1583421915.258,31.738,26.367,35.645,28.320,54.688,0
1583421915.261,29.297,26.855,39.062,26.367,40.039,0
1583421915.265,36.621,29.785,36.621,29.785,24.414,0
1583421915.269,36.621,23.926,31.738,27.344,-14.160,0
1583421915.273,34.180,26.855,21.484,27.344,68.848,0
1583421915.277,40.039,35.156,29.785,29.297,55.176,0
1583421915.275,34.668,34.668,36.621,24.414,-7.324,0
1583421915.279,24.902,33.203,36.133,20.020,39.062,0
1583421915.283,22.461,33.691,40.527,19.531,46.875,0
1583421915.287,28.809,33.691,37.109,19.531,35.156,0
1583421915.291,32.227,34.180,32.715,20.996,16.113,0
1583421915.295,28.809,34.668,34.180,20.020,-0.977,0
1583421915.299,28.809,26.855,33.203,17.090,33.691,0
1583421915.302,30.762,25.391,24.902,20.508,19.531,0
1583421915.306,34.180,30.273,23.926,27.344,-8.301,0
1583421915.310,36.133,26.855,33.691,23.926,10.742,0
1583421915.314,35.645,31.250,36.133,20.020,10.254,0
1583421915.318,34.668,38.086,32.715,22.461,20.996,0
1583421915.314,37.598,37.598,34.180,23.926,11.230,0
1583421915.318,41.504,36.621,28.320,26.367,5.859,0
1583421915.322,44.922,37.109,13.672,32.227,68.848,0
1583421915.326,39.062,36.621,29.297,28.809,23.926,0
1583421915.330,32.715,36.621,46.875,24.902,-19.043,0
1583421915.334,34.668,38.086,41.016,27.344,46.875,0
1583421915.338,32.715,32.715,40.527,24.902,60.547,0
1583421915.341,35.156,32.715,36.133,25.391,77.637,0
1583421915.345,37.109,38.086,25.879,28.809,131.348,0
1583421915.349,29.785,38.086,27.832,31.250,120.117,0
1583421915.353,25.391,41.016,29.297,33.203,90.332,0
1583421915.357,26.367,39.551,22.461,30.762,42.480,0
1583421915.374,25.391,36.133,31.250,28.809,-9.277,0
1583421915.378,25.879,35.645,37.109,28.320,2.441,0
1583421915.382,28.320,35.645,37.598,27.344,62.988,0
1583421915.386,26.367,37.598,36.621,26.855,67.871,0
1583421915.390,27.832,38.574,33.691,23.438,34.668,0
1583421915.394,29.785,38.574,32.715,22.461,4.883,0
1583421915.398,33.203,41.016,25.391,22.461,21.973,0
1583421915.401,36.621,41.504,26.855,19.043,47.363,0
1583421915.405,34.180,38.574,33.691,18.555,67.383,0
1583421915.409,32.715,34.668,33.203,20.508,57.129,0
1583421915.413,36.133,37.109,31.738,24.414,-5.371,0
1583421915.417,34.668,39.551,27.832,21.484,-6.836,0
1583421915.414,29.785,40.039,27.832,15.137,39.551,0
1583421915.418,29.785,39.551,26.367,13.184,67.871,0
1583421915.422,27.832,38.086,27.832,15.137,13.184,0
1583421915.426,26.367,37.109,33.691,19.531,13.184,0
1583421915.430,22.949,36.133,33.691,18.555,28.320,0
1583421915.434,20.508,36.133,31.738,18.066,54.688,0
1583421915.438,17.090,33.691,29.785,16.113,120.605,0
1583421915.441,18.066,31.250,30.762,18.555,40.039,0
1583421915.445,19.043,32.715,32.715,20.020,32.715,0
1583421915.449,20.020,39.062,34.668,17.578,38.086,0
1583421915.453,20.020,31.250,34.668,19.531,-18.555,0
1583421915.457,28.320,26.367,34.180,32.227,33.203,0
1583421915.454,34.180,41.992,31.250,31.250,45.410,0
1583421915.458,15.625,46.875,28.320,10.742,14.648,0
1583421915.462,12.207,46.875,26.855,8.789,24.414,0
1583421915.466,15.625,45.410,23.926,9.766,82.031,0
1583421915.470,13.672,46.387,27.344,4.395,69.336,0
1583421915.474,23.926,52.734,23.926,7.324,20.996,0
1583421915.478,24.902,48.340,14.648,7.812,31.250,0
1583421915.481,26.367,49.316,16.113,10.254,41.992,0
1583421915.485,29.785,55.664,14.160,7.812,6.836,0
1583421915.489,26.855,55.176,11.719,3.906,13.672,0
1583421915.493,27.832,55.664,11.719,6.836,60.547,0
1583421915.497,28.809,52.734,9.277,4.883,31.250,0
1583421915.515,30.762,53.223,9.766,7.324,52.734,0
1583421915.519,27.832,57.129,9.277,7.324,113.770,0
1583421915.523,23.926,55.664,7.324,5.859,20.020,0
1583421915.527,21.973,54.199,5.371,10.742,2.930,0
