,image_type,oddball,mark,rts,resps
0,1,0,0,1.1275061000027191,z
1,1,1,1,0.3837776999993696,m
2,1,1,1,0.4670501000017,z
3,0,0,2,0.46680689999897007,m
4,0,0,2,0.5503388999993641,m
5,1,0,0,0.4502606000040037,z
6,1,0,0,0.4507937999980458,z
7,1,0,0,0.3671266000002844,z
8,0,1,3,0.4170991999996094,m
9,1,0,0,0.5669499999990368,z
10,1,1,1,0.40038110000061033,z
11,1,0,0,0.3670494000015938,z
12,0,0,2,0.43397100000012556,m
13,0,0,2,0.4329073999987172,m
14,1,0,0,0.46792880000230586,z
15,1,0,0,0.36835979999763624,z
16,1,0,0,0.4182690999995211,z
17,0,0,2,0.4505892000000433,m
18,0,0,2,0.5838781999981353,m
19,0,0,2,0.4339935000001849,m
20,1,0,0,0.48361800000375443,z
21,1,0,0,0.3830473000010539,z
22,1,0,0,0.3670198999993093,z
23,0,0,2,0.5335809999994963,m
24,0,0,2,0.43351490000072745,m
25,1,0,0,0.3838113999987782,z
26,1,0,0,0.38395260000071096,z
27,1,1,1,0.3521298000027304,z
28,1,0,0,0.3832345000000179,z
29,0,0,2,0.2517570000030953,z
30,1,0,0,0.44902120000104273,z
31,0,0,2,0.4665032000011795,m
32,0,0,2,0.33357499999968354,m
33,0,0,2,0.317143800003826,m
34,1,0,0,0.5003513999987437,z
35,1,0,0,0.41708289999891224,z
36,0,1,3,0.5335532999991108,m
37,1,0,0,0.4689270999975226,z
38,0,0,2,0.5673804000014118,m
39,1,0,0,0.3670862999970501,z
40,0,0,2,0.484359799999031,m
41,0,0,2,0.38383900000072746,m
42,0,0,2,0.40025880000157166,m
43,1,0,0,0.4003783999972126,z
44,0,0,2,0.41687370000146307,m
45,0,0,2,0.40130669999800506,m
46,0,1,3,0.40150190000130115,m
47,0,0,2,0.3502445999980952,m
48,0,0,2,0.36693419999952503,m
49,0,0,2,0.38416959999654443,m
50,0,0,2,0.35068219999721206,m
51,1,0,0,0.40052150000059195,z
52,0,0,2,0.5173506999998139,m
53,1,0,0,0.415012700003645,z
54,1,0,0,0.36638870000172097,z
55,0,0,2,0.40022359999970947,m
56,0,0,2,0.4365712999990148,m
57,0,0,2,0.4001457000025843,m
58,0,0,2,0.36677270000039974,m
59,0,0,2,0.3668570999999312,m
60,1,1,1,0.4335373000009042,z
61,1,0,0,0.46636149999730847,z
62,0,0,2,0.4188788999984032,m
63,1,1,1,0.4687053999981776,z
64,0,1,3,0.5989203999993697,m
65,1,0,0,0.46713309999750896,z
66,0,0,2,NA,NA
67,0,0,2,0.5006691999993986,m
68,0,0,2,0.4335680000000717,m
69,1,0,0,0.4673363000017279,z
70,1,0,0,0.30044709999966535,z
71,0,0,2,0.36839719999822007,m
72,0,0,2,0.36795099999986536,m
73,0,0,2,0.3345213000038778,m
