,image_type,oddball,mark,rts,resps
0,0,0,2,NA,NA
1,0,0,2,NA,NA
2,0,0,2,NA,NA
3,1,0,0,NA,NA
4,0,0,2,NA,NA
5,0,0,2,NA,NA
6,0,0,2,NA,NA
7,0,0,2,NA,NA
8,1,0,0,NA,NA
9,1,0,0,NA,NA
