,image_type,oddball,mark,rts,resps
0,1,0,0,0.6317332999983678,z
1,1,0,0,0.41865360000171425,z
2,1,0,0,0.41863399999987294,z
3,1,0,0,0.5846980999993097,m
4,1,0,0,0.5171941999994234,z
5,0,1,3,0.4154055000005965,m
6,1,0,0,0.3669992000005644,z
7,1,0,0,0.43371779999958116,z
8,0,0,2,0.616729900001556,m
9,1,0,0,0.41692279999974113,z
10,1,0,0,0.45051849999969806,z
11,0,0,2,0.4168466999993239,m
12,1,1,1,0.36895460000076596,z
13,1,0,0,0.3839389000009985,z
14,0,0,2,0.5001437000007309,m
15,0,0,2,0.6671605000001548,m
16,0,0,2,0.55011849999991,m
17,1,0,0,0.5501417999994933,z
18,0,0,2,0.6500926999988361,z
19,0,1,3,0.46690340000029895,m
20,1,0,0,0.4169015000009124,z
21,1,0,0,0.38380669999906747,z
22,1,0,0,0.35033270000010397,z
23,1,1,1,0.517016099999124,z
24,0,1,3,0.41691189999944034,m
25,1,0,0,0.383255099999257,z
26,0,0,2,0.45029199999883374,m
27,1,0,0,0.36692819999862847,z
28,1,0,0,0.5001787000006277,z
29,0,0,2,0.38357519999885126,m
30,1,0,0,0.35037010000020974,z
31,0,0,2,0.4835242000004565,m
32,1,0,0,0.45049450000018676,z
33,1,0,0,0.31749240000073065,z
34,0,0,2,0.2836325000010804,z
35,0,0,2,0.25112640000046804,z
36,1,0,0,0.40126879999952436,z
37,1,0,0,0.433950500000273,z
38,1,1,1,0.3182284000004336,z
39,0,0,2,0.45118869999887834,z
40,1,0,0,0.40078509999998446,z
41,1,0,0,0.5011740000015315,z
42,1,0,0,0.7156669000010811,z
43,1,1,1,0.5843258999987733,z
44,1,0,0,0.516011500000656,z
45,1,0,0,0.40117629999995374,z
46,0,0,2,0.4674734999992778,m
47,1,0,0,0.7839605000002348,z
48,1,0,0,0.3838828000013441,z
49,0,0,2,0.533636500000467,m
50,1,0,0,0.46690859999925594,z
51,1,0,0,0.5011909999999831,z
52,0,0,2,0.566548800001021,m
53,0,0,2,0.4837133000005329,m
54,1,0,0,0.36758629999839787,z
55,1,0,0,0.39995539999992147,z
56,1,0,0,0.3337070999987328,z
57,0,1,3,0.40046689999820373,m
58,0,0,2,0.46707370000053094,m
59,0,0,2,0.33401049999881316,m
60,0,0,2,0.35042260000093695,m
61,0,0,2,0.3003262999988858,m
62,0,1,3,0.3336028000002724,m
63,0,0,2,0.3336322000016221,m
64,1,0,0,0.4004949000012683,z
65,0,0,2,0.4336851000009563,m
66,0,0,2,0.4338585000011115,m
67,1,0,0,0.38361810000063734,z
68,1,0,0,0.28542869999963294,z
69,1,0,0,0.49831179999934827,z
70,0,0,2,0.45131449999880324,m
71,1,0,0,0.6175572000008547,z
72,0,0,2,0.4336997999994787,m
