timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1571370196.457,32.227,41.016,32.227,2.441,43.457,0
1571370196.461,100.586,40.527,30.273,80.078,38.086,0
1571370196.465,56.641,40.527,32.227,78.125,55.176,0
1571370196.469,-16.602,41.016,33.691,-5.371,59.082,0
1571370196.473,10.254,41.016,35.156,-11.719,-26.855,0
1571370196.477,87.891,42.480,36.133,66.406,20.508,0
1571370196.481,78.613,42.480,34.668,99.121,37.598,0
1571370196.484,-0.977,41.992,33.203,24.902,16.113,0
1571370196.488,-6.348,41.504,34.180,-24.414,42.969,0
1571370196.492,70.801,40.039,36.621,45.410,-6.836,0
1571370196.496,97.656,41.504,38.574,110.840,9.277,0
1571370196.500,22.949,42.969,39.062,52.734,-2.441,0
1571370196.496,-14.648,42.969,38.086,-32.715,11.719,0
1571370196.500,56.152,42.969,36.133,25.879,100.098,0
1571370196.504,106.445,41.504,36.133,105.469,31.738,0
1571370196.508,38.086,40.527,35.156,64.453,40.527,0
1571370196.512,-25.391,40.527,32.715,-24.902,100.098,0
1571370196.516,36.621,41.016,30.762,20.996,16.602,0
1571370196.520,98.633,36.133,34.668,89.844,-32.715,0
1571370196.523,36.133,34.668,39.551,74.707,17.090,0
1571370196.527,-34.180,41.016,35.156,-2.441,67.871,0
1571370196.531,14.160,38.574,34.180,-2.930,32.227,0
1571370196.535,93.262,37.109,37.598,72.266,26.855,0
1571370196.539,86.426,40.527,33.203,119.141,1.465,0
1571370196.516,12.207,41.992,31.738,60.059,33.691,0
1571370196.520,2.930,43.945,34.668,-6.836,77.148,0
1571370196.524,82.031,42.969,34.180,55.176,-24.414,0
1571370196.528,112.305,39.551,33.691,130.859,-41.016,0
1571370196.532,35.645,40.039,35.156,79.102,24.414,0
1571370196.536,-13.672,41.016,34.668,-17.090,23.926,0
1571370196.540,45.898,40.039,35.645,25.391,19.043,0
1571370196.543,104.004,39.551,37.598,106.445,66.895,0
1571370196.547,47.852,39.551,37.598,87.891,42.480,0
1571370196.551,-18.555,39.551,35.645,-1.465,44.922,0
1571370196.555,25.391,39.062,34.180,12.695,29.297,0
1571370196.559,101.562,39.551,36.133,82.520,-8.301,0
1571370196.576,77.148,41.016,36.133,97.656,11.230,0
1571370196.580,-2.930,42.480,33.203,18.555,39.551,0
1571370196.584,11.230,41.992,35.645,-18.066,32.227,0
1571370196.588,94.238,38.574,35.156,54.688,-20.996,0
1571370196.592,103.516,39.551,30.762,112.305,-6.836,0
1571370196.596,23.438,40.039,29.297,50.293,50.293,0
1571370196.600,-9.277,39.551,28.809,-30.762,26.855,0
1571370196.603,66.895,42.480,31.738,36.621,-2.441,0
1571370196.607,118.652,42.969,35.156,124.512,35.156,0
1571370196.611,41.992,41.016,35.645,76.660,119.141,0
1571370196.615,-16.113,39.551,34.180,-24.414,104.004,0
1571370196.619,48.340,40.527,34.668,23.438,19.531,0
1571370196.616,104.980,39.551,35.156,103.516,70.801,0
1571370196.620,50.293,38.574,31.250,87.891,107.422,0
1571370196.624,-20.996,39.062,30.762,-2.930,49.805,0
1571370196.628,15.625,38.574,34.180,-3.906,19.531,0
1571370196.632,93.750,38.574,34.180,71.777,16.113,0
1571370196.636,74.219,40.039,33.203,105.469,-7.812,0
1571370196.640,-4.395,39.551,33.691,35.156,13.672,0
1571370196.643,-1.465,41.016,32.715,-22.949,82.031,0
1571370196.647,78.613,41.504,31.250,42.480,47.363,0
1571370196.651,91.797,38.574,31.738,109.375,6.348,0
1571370196.655,9.277,37.598,31.250,48.828,0.488,0
1571370196.659,-25.391,38.086,29.785,-33.691,-31.738,0
1571370196.656,46.387,39.551,32.227,25.391,18.555,0
1571370196.660,104.004,38.574,32.715,104.980,20.020,0
1571370196.664,34.668,36.133,30.762,65.918,45.410,0
1571370196.668,-22.461,37.109,32.227,-27.832,82.520,0
1571370196.672,33.203,39.551,33.203,7.812,95.215,0
1571370196.676,91.309,40.039,32.227,78.613,48.828,0
1571370196.680,48.828,36.133,34.180,75.684,31.250,0
1571370196.683,-24.414,35.645,34.180,-1.953,21.484,0
1571370196.687,4.883,36.621,34.668,-14.648,-16.113,0
1571370196.691,85.938,35.645,37.598,65.430,47.852,0
1571370196.695,81.543,34.668,38.574,109.863,57.617,0
1571370196.699,5.371,35.645,38.574,42.969,26.855,0
1571370196.716,-5.371,40.039,37.109,-10.254,-13.184,0
1571370196.720,65.430,39.551,38.574,57.129,42.480,0
1571370196.724,92.285,38.574,39.062,128.906,46.387,0
1571370196.728,17.578,38.574,37.109,71.289,20.508,0
1571370196.732,-19.043,37.109,36.621,-17.090,-17.578,0
1571370196.736,50.293,39.551,35.645,40.527,-27.344,0
1571370196.740,109.375,41.016,37.598,113.281,30.273,0
1571370196.743,53.711,38.574,41.016,80.566,62.988,0
1571370196.747,-11.719,38.086,40.039,-6.836,69.336,0
1571370196.751,37.109,38.574,40.527,14.160,78.125,0
1571370196.755,104.492,36.621,42.969,88.379,46.387,0
1571370196.759,67.383,36.133,39.551,90.332,63.965,0
1571370196.755,-11.719,38.086,36.621,-0.977,78.125,0
1571370196.759,0.977,40.527,37.109,-31.250,64.453,0
1571370196.763,78.125,39.551,37.109,45.410,30.273,0
1571370196.767,86.426,36.621,37.109,96.191,-43.945,0
1571370196.771,9.766,36.621,34.668,28.809,-28.320,0
1571370196.775,-15.137,37.109,32.227,-41.016,9.766,0
1571370196.779,61.035,35.645,33.691,22.949,41.504,0
1571370196.782,105.469,38.086,34.180,102.051,80.078,0
1571370196.786,31.738,39.062,34.180,51.270,66.406,0
1571370196.790,-17.090,38.086,33.203,-37.598,61.035,0
1571370196.794,45.410,37.598,35.156,13.184,51.758,0
1571370196.798,103.027,34.668,36.133,93.262,-10.742,0
