timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1571370041.616,122.070,40.527,40.039,142.578,36.621,0
1571370041.620,52.246,42.480,35.645,111.328,3.418,0
1571370041.624,-33.203,40.039,32.715,-55.664,-11.719,0
1571370041.628,7.324,39.062,33.203,-67.871,42.480,0
1571370041.632,97.656,40.527,33.203,72.754,93.262,0
1571370041.636,81.543,41.992,30.273,117.188,57.617,0
1571370041.640,-6.836,41.504,31.738,-20.996,3.906,0
1571370041.643,-3.906,39.062,34.180,-99.121,9.277,0
1571370041.647,88.867,41.504,32.715,24.414,41.016,0
1571370041.651,109.863,44.922,32.227,125.977,52.734,0
1571370041.655,10.254,44.434,30.273,17.090,13.184,0
1571370041.659,-28.320,43.945,28.809,-102.539,10.742,0
1571370041.656,68.848,42.480,30.762,10.254,65.430,0
1571370041.660,138.672,41.016,33.691,160.156,72.266,0
1571370041.664,46.875,47.852,31.250,74.707,-2.441,0
1571370041.668,-37.598,47.852,31.738,-98.145,-35.156,0
1571370041.672,36.621,45.410,31.738,-27.832,-18.555,0
1571370041.676,114.258,47.363,30.762,111.816,-5.859,0
1571370041.680,55.664,44.434,29.785,101.562,32.715,0
1571370041.683,-30.762,43.457,27.832,-48.828,53.711,0
1571370041.687,5.859,45.410,29.785,-70.312,22.949,0
1571370041.691,100.098,43.945,33.203,76.660,34.180,0
1571370041.695,91.797,41.016,34.180,141.113,103.027,0
1571370041.699,-4.883,42.969,32.227,6.348,97.168,0
1571370041.716,-18.555,42.969,32.227,-88.379,70.312,0
1571370041.720,76.172,41.992,32.715,32.715,48.828,0
1571370041.724,112.305,42.969,32.715,150.879,28.320,0
1571370041.728,18.555,44.434,33.691,45.410,68.848,0
1571370041.732,-34.668,43.945,32.227,-104.004,148.926,0
1571370041.736,45.898,42.480,32.715,-13.672,69.824,0
1571370041.740,117.188,40.527,33.691,123.535,7.324,0
1571370041.743,40.039,42.480,31.738,68.848,52.734,0
1571370041.747,-38.574,42.969,29.297,-86.426,51.270,0
1571370041.751,21.484,42.480,29.297,-50.293,43.945,0
1571370041.755,105.469,43.945,30.762,91.309,5.859,0
1571370041.759,62.500,43.457,29.297,96.680,15.625,0
1571370041.756,-23.926,43.945,30.273,-41.504,57.129,0
1571370041.760,1.465,42.480,30.273,-80.078,31.250,0
1571370041.764,92.285,42.480,32.227,49.316,46.387,0
1571370041.768,99.121,44.922,30.762,137.695,23.438,0
1571370041.772,2.930,44.922,26.367,16.113,16.602,0
1571370041.776,-25.391,46.387,30.762,-103.027,-16.113,0
1571370041.780,69.336,46.387,31.738,3.906,16.602,0
1571370041.783,117.676,43.457,32.715,134.277,4.395,0
1571370041.787,25.879,46.875,34.668,54.199,-22.461,0
1571370041.791,-32.227,48.828,34.668,-98.145,22.949,0
1571370041.795,46.875,43.457,40.039,-10.254,-2.930,0
1571370041.799,122.559,43.457,40.039,133.789,-4.395,0
1571370041.816,56.641,45.410,35.156,90.332,52.734,0
1571370041.820,-30.762,44.434,33.691,-55.664,94.727,0
1571370041.824,20.508,41.992,35.156,-42.969,51.758,0
1571370041.828,111.328,41.016,32.715,99.121,-10.254,0
1571370041.832,85.938,42.969,31.250,136.230,26.367,0
1571370041.836,-13.184,41.992,31.738,-10.742,53.711,0
1571370041.840,-11.719,41.016,29.785,-79.102,10.254,0
1571370041.843,85.938,42.969,32.715,47.363,28.809,0
1571370041.847,102.051,41.504,36.621,149.902,58.594,0
1571370041.851,4.395,40.527,33.691,32.227,40.527,0
1571370041.855,-32.715,43.457,31.738,-102.051,2.930,0
1571370041.859,54.688,45.410,32.227,9.277,33.203,0
1571370041.856,111.816,42.480,31.738,145.020,82.031,0
1571370041.860,26.855,40.527,30.273,66.406,65.918,0
1571370041.864,-43.457,40.527,26.367,-94.238,21.484,0
1571370041.868,25.879,39.551,25.879,-30.762,10.254,0
1571370041.872,106.445,40.039,29.785,121.094,5.859,0
1571370041.876,48.340,40.039,28.809,100.098,1.465,0
1571370041.880,-39.551,38.086,27.344,-56.152,8.789,0
1571370041.883,3.418,37.109,29.297,-67.383,72.266,0
1571370041.887,100.098,38.574,28.809,67.871,88.379,0
1571370041.891,85.449,40.527,30.762,125.488,18.555,0
1571370041.895,-13.184,41.504,30.762,-12.207,83.984,0
1571370041.899,-18.066,40.527,31.738,-97.656,114.746,0
1571370041.896,81.543,41.992,34.668,37.109,42.480,0
1571370041.900,125.977,44.434,31.738,162.598,3.418,0
1571370041.904,33.203,41.504,32.715,63.965,21.973,0
1571370041.908,-41.504,40.527,32.715,-97.168,48.828,0
1571370041.912,36.621,40.527,30.762,-4.883,-14.160,0
1571370041.916,108.398,35.156,35.156,148.926,-7.324,0
1571370041.920,26.367,33.691,37.598,77.637,28.320,0
1571370041.923,-49.316,33.691,36.133,-84.473,3.906,0
1571370041.927,17.578,30.273,33.691,-33.691,29.785,0
1571370041.931,102.051,33.203,35.156,110.840,41.016,0
1571370041.935,55.176,35.645,36.621,114.746,16.113,0
1571370041.939,-35.645,35.645,34.668,-30.762,-10.254,0
1571370041.956,-6.348,37.598,35.645,-61.523,-8.789,0
1571370041.960,86.426,38.574,34.668,73.242,-4.883,0
1571370041.964,80.078,37.598,31.738,148.438,32.227,0
1571370041.968,-8.789,38.574,31.738,19.043,83.984,0
1571370041.972,-16.113,40.039,31.738,-87.402,2.930,0
1571370041.976,79.102,41.504,35.156,41.992,47.852,0
1571370041.980,115.234,41.016,36.133,168.457,42.969,0
1571370041.983,24.902,43.457,35.645,66.895,-27.344,0
1571370041.987,-26.367,43.457,33.691,-78.613,70.801,0
1571370041.991,52.734,40.527,31.250,12.695,64.941,0
1571370041.995,124.023,42.969,32.715,152.344,17.090,0
1571370041.999,49.316,46.875,32.227,101.562,57.129,0
1571370041.996,-32.227,45.898,31.738,-54.199,53.223,0
1571370042.000,29.297,46.875,34.180,-27.832,5.371,0
1571370042.004,115.234,45.898,35.645,115.723,-19.531,0
1571370042.008,76.172,41.016,36.621,136.719,36.133,0
1571370042.012,-11.719,44.434,33.203,-2.930,44.434,0
1571370042.016,-0.488,42.969,32.715,-60.059,48.828,0
1571370042.020,87.402,40.527,34.668,64.453,65.430,0
1571370042.023,100.098,42.480,32.227,157.715,-13.672,0
1571370042.027,12.207,45.410,32.715,43.945,-10.254,0
1571370042.031,-16.602,45.898,34.180,-73.730,12.207,0
1571370042.035,72.266,45.898,33.203,32.715,52.734,0
1571370042.039,117.188,43.457,36.621,160.156,47.363,0
1571370042.036,22.949,41.992,35.645,80.566,13.184,0
1571370042.040,-40.527,43.945,33.203,-69.336,56.641,0
1571370042.044,37.598,42.969,33.203,0.977,50.293,0
1571370042.048,117.188,41.504,33.203,137.207,20.508,0
1571370042.052,54.688,41.504,32.715,107.910,19.043,0
1571370042.056,-34.668,39.551,34.180,-41.016,50.293,0
1571370042.060,7.324,40.039,36.621,-36.133,-0.977,0
1571370042.063,97.168,39.062,38.086,105.469,38.574,0
1571370042.067,74.219,39.551,37.109,146.484,30.273,0
1571370042.071,-17.578,42.969,32.227,1.953,0.488,0
1571370042.075,-12.207,42.480,31.738,-75.195,44.922,0
1571370042.079,80.566,40.527,33.691,53.223,43.457,0
1571370042.096,105.469,41.504,34.180,159.180,-29.297,0
1571370042.100,6.836,41.504,33.203,51.758,-23.438,0
1571370042.104,-37.598,42.480,32.227,-87.402,45.898,0
1571370042.108,56.152,41.992,35.156,11.230,21.973,0
1571370042.112,117.188,43.945,35.645,149.902,-0.977,0
1571370042.116,39.062,42.969,33.691,80.566,47.852,0
1571370042.120,-33.203,41.504,29.297,-78.125,41.504,0
1571370042.123,41.992,42.969,29.785,-30.762,30.273,0
1571370042.127,128.418,42.969,34.180,115.723,60.059,0
1571370042.131,65.430,39.062,32.227,101.074,14.160,0
1571370042.135,-31.250,40.039,29.785,-50.781,-8.789,0
1571370042.139,-0.977,39.062,33.203,-63.477,66.406,0
1571370042.136,92.773,37.598,34.180,74.707,102.539,0
1571370042.140,84.473,40.039,34.668,145.996,80.566,0
1571370042.144,-5.859,40.039,36.133,25.391,74.707,0
1571370042.148,-17.090,40.527,36.621,-69.824,26.855,0
1571370042.152,74.707,40.039,34.180,52.246,20.996,0
1571370042.156,115.723,41.992,32.715,170.410,11.719,0
1571370042.160,27.832,40.039,35.156,68.848,-14.648,0
1571370042.163,-22.949,40.039,36.621,-66.895,16.113,0
1571370042.167,57.129,41.992,37.109,31.250,18.555,0
1571370042.171,122.559,40.527,36.133,171.387,15.137,0
1571370042.175,44.434,40.527,32.227,104.980,35.645,0
1571370042.179,-28.320,41.504,31.738,-53.711,8.301,0
1571370042.176,36.133,41.504,33.691,-7.812,24.902,0
1571370042.180,121.094,37.598,32.715,129.395,7.812,0
1571370042.184,83.496,36.133,29.297,131.836,42.969,0
1571370042.188,-8.301,41.504,27.832,-17.090,53.223,0
1571370042.192,11.230,42.969,30.273,-51.270,16.113,0
1571370042.196,106.934,41.992,29.785,81.543,24.414,0
1571370042.200,110.352,42.969,32.715,161.621,3.906,0
1571370042.203,10.742,45.410,31.738,41.016,-36.133,0
1571370042.207,-17.578,44.922,29.785,-80.078,-49.805,0
1571370042.211,73.242,45.410,33.203,39.062,25.391,0
1571370042.215,119.141,42.480,35.645,177.734,104.980,0
1571370042.219,28.809,41.504,33.203,88.867,39.551,0
1571370042.236,-30.762,46.387,32.715,-65.430,-11.230,0
1571370042.240,48.828,42.969,32.715,14.160,50.293,0
1571370042.244,119.629,40.039,30.273,157.715,62.500,0
1571370042.248,45.898,41.992,30.762,109.863,26.367,0
1571370042.252,-32.227,43.457,25.879,-40.039,-2.930,0
1571370042.256,21.484,42.969,26.855,-21.484,44.922,0
1571370042.260,105.469,42.969,31.250,106.934,43.457,0
1571370042.263,77.148,45.898,30.273,138.672,18.066,0
1571370042.267,-10.254,48.828,29.297,6.348,-26.367,0
1571370042.271,-0.977,48.340,28.809,-58.105,-44.922,0
1571370042.275,90.820,46.875,33.691,63.477,34.668,0
1571370042.279,105.957,48.340,31.250,157.227,94.238,0
1571370042.296,10.742,45.410,25.879,42.480,11.230,0
1571370042.300,-25.879,42.969,28.809,-83.008,-20.996,0
1571370042.304,61.523,46.387,32.715,24.902,-36.621,0
1571370042.308,118.652,45.898,33.691,149.902,-11.230,0
1571370042.312,34.668,46.875,30.273,64.941,37.598,0
1571370042.316,-34.668,46.387,29.297,-86.914,37.109,0
1571370042.320,35.645,44.434,29.297,-20.996,26.855,0
