timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1583343620.428,15.137,37.109,41.016,12.695,53.711,0
1583343620.432,25.391,35.645,40.527,14.160,59.570,0
1583343620.436,45.410,37.598,41.016,22.461,4.395,0
1583343620.440,38.574,35.645,42.969,23.438,-41.504,0
1583343620.444,11.719,34.180,43.945,17.578,8.789,0
1583343620.448,8.301,36.621,43.457,20.996,49.805,0
1583343620.452,39.062,35.645,43.945,29.297,47.852,0
1583343620.455,56.152,30.273,39.062,37.109,40.039,0
1583343620.459,32.715,32.715,32.715,31.738,10.254,0
1583343620.463,-3.906,40.039,27.832,2.930,-4.395,0
1583343620.467,5.371,40.527,23.438,-9.277,13.184,0
1583343620.471,33.203,42.480,21.484,-4.883,9.277,0
1583343620.469,8.301,47.363,19.043,-20.020,9.766,0
1583343620.473,-15.137,45.898,18.066,-24.414,41.992,0
1583343620.477,2.441,47.852,15.137,-19.531,15.625,0
1583343620.481,16.602,48.340,12.207,-23.438,29.297,0
1583343620.485,0.977,49.805,17.578,-25.879,58.594,0
1583343620.489,-25.879,53.223,22.461,-32.715,40.039,0
1583343620.493,-26.367,46.387,19.531,-35.156,89.844,0
1583343620.496,6.348,45.898,20.996,-28.809,83.008,0
1583343620.500,14.160,48.828,24.414,-20.020,13.672,0
1583343620.504,-3.418,46.875,22.461,-17.090,23.926,0
1583343620.508,-2.441,43.945,24.414,-14.648,35.156,0
1583343620.512,18.066,40.039,26.855,-3.418,-15.625,0
1583343620.528,33.203,39.062,27.344,1.465,-29.297,0
1583343620.532,16.113,41.504,28.320,-0.488,-1.953,0
1583343620.536,-0.488,40.527,28.809,-5.859,-17.090,0
1583343620.540,18.555,36.621,28.809,-4.883,14.160,0
1583343620.544,40.039,38.574,32.715,6.836,53.223,0
1583343620.548,25.391,43.945,37.598,12.207,-20.508,0
1583343620.552,0.977,39.551,34.668,-4.395,-39.551,0
1583343620.555,17.090,34.668,30.273,-7.324,29.297,0
1583343620.559,43.457,32.715,26.367,5.859,44.434,0
1583343620.563,31.738,35.156,25.879,6.348,-1.953,0
1583343620.567,10.742,40.039,30.762,5.859,-39.062,0
1583343620.571,11.719,39.551,30.273,1.953,-25.391,0
1583343620.568,32.227,37.598,25.391,1.953,39.062,0
1583343620.572,38.086,38.574,30.762,9.766,31.738,0
1583343620.576,12.695,37.598,36.133,13.672,36.621,0
1583343620.580,10.254,41.016,35.156,14.160,28.320,0
1583343620.584,40.039,43.457,36.133,17.578,-27.344,0
1583343620.588,51.270,41.992,40.039,20.996,35.645,0
1583343620.592,35.156,41.016,40.527,21.484,14.160,0
1583343620.595,21.484,41.016,40.039,19.043,-26.367,0
1583343620.599,41.504,39.551,40.527,26.367,4.883,0
1583343620.603,55.176,39.551,41.016,33.203,27.832,0
1583343620.607,40.039,40.039,38.574,20.996,36.133,0
1583343620.611,23.438,37.598,38.086,20.996,10.742,0
1583343620.608,36.133,39.551,43.945,30.762,27.832,0
1583343620.612,67.871,41.016,44.434,35.645,48.340,0
1583343620.616,57.129,38.086,40.039,35.156,52.246,0
1583343620.620,29.297,38.086,40.527,26.855,46.387,0
1583343620.624,29.785,36.621,39.551,21.973,4.395,0
1583343620.628,49.316,35.645,38.086,30.273,45.898,0
1583343620.632,49.805,35.156,39.551,31.738,75.684,0
1583343620.635,20.508,34.180,40.527,24.902,66.895,0
1583343620.639,6.348,34.180,41.992,11.719,21.973,0
1583343620.643,38.086,36.133,44.434,16.113,-49.316,0
1583343620.647,57.617,36.621,41.992,28.320,-2.441,0
1583343620.651,31.738,34.180,35.645,18.066,62.012,0
1583343620.668,13.184,34.180,35.645,13.672,48.828,0
1583343620.672,34.668,34.180,34.180,16.113,39.062,0
1583343620.676,57.617,36.621,35.156,22.461,19.043,0
1583343620.680,44.434,38.574,38.086,26.367,-13.184,0
1583343620.684,20.020,35.645,36.621,19.531,40.527,0
1583343620.688,23.438,35.156,36.133,23.438,65.430,0
1583343620.692,47.363,34.668,37.598,27.344,-24.902,0
1583343620.695,44.922,34.180,35.156,22.949,-25.879,0
1583343620.699,22.949,37.109,37.598,22.949,6.348,0
1583343620.703,24.902,38.086,39.551,22.461,-12.207,0
1583343620.707,44.922,32.715,38.574,22.949,21.973,0
1583343620.711,50.293,32.227,37.109,23.438,65.918,0
1583343620.709,33.203,35.156,35.645,21.484,19.043,0
1583343620.713,20.508,37.109,37.598,22.461,27.832,0
1583343620.717,37.598,38.086,39.551,24.902,88.867,0
1583343620.721,51.758,38.086,41.016,26.855,67.383,0
1583343620.725,24.902,37.598,40.527,23.926,93.750,0
1583343620.729,1.465,37.109,40.527,25.391,112.793,0
1583343620.733,20.020,37.598,41.992,31.250,27.832,0
1583343620.736,53.711,41.016,45.898,39.062,1.953,0
1583343620.740,45.898,40.527,46.387,35.645,18.555,0
1583343620.744,9.766,36.133,40.527,24.414,18.555,0
1583343620.748,16.113,35.156,39.062,23.438,21.973,0
1583343620.752,43.457,34.180,40.527,25.879,56.152,0
1583343620.748,39.062,34.668,41.016,29.297,40.527,0
1583343620.752,15.625,35.156,38.574,24.902,29.297,0
1583343620.756,14.160,37.598,38.574,19.043,9.766,0
1583343620.760,42.969,40.527,39.551,24.902,-25.879,0
1583343620.764,50.293,34.668,36.621,26.855,48.828,0
1583343620.768,21.973,30.762,36.621,24.902,64.941,0
1583343620.772,14.160,30.273,36.133,23.438,12.695,0
1583343620.775,36.621,32.227,36.621,25.879,-4.883,0
1583343620.779,52.246,33.203,38.086,25.391,34.180,0
1583343620.783,35.645,29.297,37.598,20.020,39.551,0
