timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1583338903.964,31.738,35.156,19.531,21.484,37.598,0
1583338903.968,27.832,32.715,20.020,18.066,-8.789,0
1583338903.972,34.180,35.156,20.508,20.020,-27.832,0
1583338903.976,38.574,37.598,20.996,22.949,0.488,0
1583338903.980,32.715,34.180,16.602,20.508,-8.301,0
1583338903.984,31.250,33.203,14.648,22.461,-9.766,0
1583338903.988,26.855,31.250,14.648,20.020,6.348,0
1583338903.991,26.855,29.297,13.184,18.066,43.945,0
1583338903.995,28.320,28.320,16.602,21.484,127.441,0
1583338903.999,23.438,29.297,18.066,21.484,96.680,0
1583338904.003,23.438,33.203,20.996,18.555,35.156,0
1583338904.007,26.855,29.785,20.508,13.672,48.828,0
1583338904.024,22.949,27.344,15.137,9.766,92.773,0
1583338904.028,19.531,33.203,16.113,9.766,64.941,0
1583338904.032,14.160,33.203,16.113,7.812,37.109,0
1583338904.036,17.090,30.273,16.113,12.207,50.781,0
1583338904.040,25.879,30.762,16.113,18.066,20.508,0
1583338904.044,25.879,31.738,15.625,17.090,4.883,0
1583338904.048,23.926,33.203,18.555,16.602,14.160,0
1583338904.051,20.508,31.738,20.996,18.555,51.758,0
1583338904.055,24.414,31.250,23.926,24.414,31.738,0
1583338904.059,30.273,32.227,24.414,27.344,29.297,0
1583338904.063,26.855,31.250,23.926,19.531,6.836,0
1583338904.067,25.391,28.809,25.391,16.602,-27.344,0
1583338904.047,28.320,28.320,22.461,20.508,-41.504,0
1583338904.051,28.320,28.809,22.949,23.926,-44.922,0
1583338904.055,26.855,27.832,25.879,24.902,26.855,0
1583338904.059,22.461,28.320,25.391,19.531,76.172,0
1583338904.063,21.973,32.715,25.879,20.996,83.496,0
1583338904.067,25.879,33.691,25.391,26.367,28.809,0
1583338904.071,24.414,30.762,24.902,20.996,15.137,0
1583338904.074,20.508,29.297,24.414,17.578,12.695,0
1583338904.078,18.066,25.391,20.020,13.672,26.367,0
1583338904.082,20.996,25.391,20.020,16.113,35.156,0
1583338904.086,19.043,28.809,22.461,17.090,45.898,0
1583338904.090,15.137,32.227,23.926,14.160,17.578,0
1583338904.104,16.602,34.668,22.461,12.695,-25.879,0
1583338904.108,14.648,33.203,19.531,9.766,17.090,0
1583338904.112,14.160,32.227,23.438,12.695,20.996,0
1583338904.116,14.160,33.203,24.902,11.230,-13.184,0
