,image_type,mark,oddball,rts,resps
0,1,0,0,NA,NA
1,1,0,0,NA,NA
2,1,0,0,NA,NA
3,0,3,1,NA,NA
4,0,2,0,NA,NA
5,1,0,0,NA,NA
6,0,2,0,NA,NA
7,0,3,1,NA,NA
8,0,3,1,NA,NA
9,1,0,0,NA,NA
10,1,0,0,NA,NA
11,1,0,0,NA,NA
12,0,2,0,NA,NA
