timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1580328311.787,33.691,8.789,51.758,-8.789,-55.664,0
1580328311.791,30.762,12.207,52.734,-2.930,-56.152,0
1580328311.795,31.738,12.207,56.641,-0.977,-40.527,0
1580328311.799,29.785,11.719,55.664,-5.859,-18.555,0
1580328311.803,30.762,17.578,53.711,-13.672,-65.918,0
1580328311.807,31.250,16.602,51.758,-27.344,-63.965,0
1580328311.811,27.344,17.090,51.758,-34.180,-18.555,0
1580328311.814,29.297,20.508,51.758,-36.133,-4.883,0
1580328311.818,29.785,18.555,51.270,-35.156,-20.996,0
1580328311.822,30.762,21.973,51.758,-38.086,-75.195,0
1580328311.826,27.832,21.973,47.363,-34.180,-68.359,0
1580328311.830,23.438,17.090,41.504,8.789,-19.531,0
1580328311.827,28.320,19.531,44.434,46.387,-8.789,0
1580328311.831,32.715,23.438,48.340,62.500,-36.621,0
1580328311.835,34.180,24.902,49.316,83.008,-61.523,0
1580328311.839,32.227,24.414,47.852,102.051,-18.066,0
1580328311.843,30.273,24.902,46.387,116.211,-13.672,0
1580328311.847,32.715,24.902,49.316,131.836,-28.320,0
1580328311.851,34.180,23.438,49.805,147.461,-26.367,0
1580328311.854,34.180,23.926,50.293,167.969,-41.016,0
1580328311.858,35.645,26.367,49.316,187.500,-28.320,0
1580328311.862,33.691,26.855,47.363,194.336,-25.879,0
1580328311.866,32.715,27.344,46.875,195.801,-54.199,0
1580328311.870,30.762,27.832,45.410,196.777,-17.578,0
1580328311.907,29.785,28.809,46.387,202.148,-24.902,0
1580328311.911,29.785,28.809,46.875,205.078,-62.500,0
1580328311.915,26.367,27.832,44.922,211.426,-24.414,0
1580328311.919,22.461,29.297,41.504,222.168,-13.184,0
1580328311.923,20.996,27.344,40.039,222.168,-28.320,0
1580328311.927,24.902,28.809,44.922,228.027,-50.781,0
1580328311.931,23.438,28.320,43.945,231.934,-91.797,0
1580328311.934,15.137,22.949,39.551,222.656,-44.922,0
1580328311.938,18.555,25.391,41.504,213.379,-11.719,0
1580328311.942,19.531,25.391,40.527,206.055,-19.531,0
1580328311.946,18.066,25.391,40.039,210.449,-35.156,0
1580328311.950,20.020,28.809,43.457,211.914,-72.266,0
1580328311.947,17.578,23.438,41.992,200.195,-55.664,0
1580328311.951,14.648,22.461,40.527,171.387,-26.855,0
1580328311.955,12.207,24.902,40.039,149.414,-34.668,0
1580328311.959,12.695,23.438,39.551,130.859,-63.477,0
1580328311.963,14.648,25.879,41.504,92.773,-64.453,0
1580328311.967,12.207,23.438,40.527,63.477,-41.504,0
1580328311.971,10.254,18.555,38.574,30.762,-67.871,0
1580328311.974,7.812,19.531,39.062,-15.137,-46.387,0
1580328311.978,7.812,20.508,41.504,-38.574,-33.691,0
1580328311.982,11.230,23.438,40.039,-41.992,-54.199,0
1580328311.986,12.695,24.902,39.062,-49.316,-51.270,0
1580328311.990,15.137,23.926,40.527,-46.387,-70.312,0
1580328311.951,16.113,26.367,38.574,-44.922,-49.316,0
1580328311.955,16.113,27.344,37.598,-67.383,-26.367,0
1580328311.959,17.578,27.344,37.598,-90.332,-42.480,0
1580328311.963,20.020,28.809,38.574,-103.027,-42.480,0
1580328311.967,20.508,28.320,37.598,-112.793,-39.551,0
1580328311.971,24.902,23.438,35.156,-106.445,-16.113,0
1580328311.975,39.062,23.438,36.133,-88.867,-20.996,0
1580328311.978,40.527,32.227,30.273,-103.027,-72.754,0
1580328311.982,15.625,36.133,22.461,-139.160,-79.102,0
1580328311.986,-9.766,36.621,19.531,-166.992,-51.758,0
1580328311.990,-20.020,37.598,17.090,-189.453,-35.645,0
1580328311.994,-33.203,40.039,13.184,-220.703,-33.203,0
1580328312.007,-47.852,42.480,14.160,-258.301,-49.805,0
1580328312.011,-48.340,41.016,14.160,-266.113,-58.105,0
1580328312.015,-57.129,37.598,9.766,-273.438,-29.297,0
1580328312.019,-61.523,39.551,9.766,-276.367,-28.320,0
1580328312.023,-54.199,41.504,8.301,-264.648,-38.086,0
1580328312.027,-40.527,39.551,10.254,-250.977,-17.578,0
1580328312.031,-29.785,42.480,16.113,-240.723,-55.176,0
1580328312.034,-26.367,36.621,14.648,-239.258,-67.383,0
1580328312.038,-22.949,31.250,12.695,-234.375,-34.668,0
1580328312.042,-14.648,30.762,15.625,-223.145,-33.691,0
1580328312.046,-10.254,29.785,17.090,-213.379,-27.344,0
1580328312.050,-6.348,29.785,19.043,-209.961,1.953,0
1580328312.047,1.953,31.738,22.461,-207.031,14.648,0
1580328312.051,6.836,33.203,21.973,-211.426,-14.160,0
1580328312.055,7.812,31.250,20.020,-198.242,-8.301,0
1580328312.059,7.324,32.715,22.461,-198.242,-7.324,0
1580328312.063,6.836,33.691,26.367,-354.980,-45.898,0
1580328312.067,8.301,32.227,27.832,-560.547,-64.453,0
1580328312.071,7.812,31.250,26.855,-696.777,-57.617,0
1580328312.074,8.789,30.273,28.809,-819.336,-35.156,0
1580328312.078,12.695,30.273,29.297,-879.395,-29.785,0
1580328312.082,15.137,33.691,24.902,-908.203,-105.469,0
1580328312.086,16.602,30.762,25.879,-953.125,-120.605,0
1580328312.090,18.555,29.297,27.344,-969.238,-71.289,0
1580328312.127,15.625,31.738,24.414,-967.773,-68.359,0
1580328312.131,13.672,32.227,24.902,-968.262,-47.852,0
1580328312.135,16.602,32.227,27.344,-968.750,-38.574,0
1580328312.139,14.648,31.250,28.320,-968.750,-14.160,0
1580328312.143,14.648,31.738,30.273,-968.750,-14.648,0
1580328312.147,17.578,32.715,30.762,-968.262,-65.430,0
1580328312.151,15.625,32.227,28.809,-968.262,-86.426,0
1580328312.154,16.602,31.738,29.297,-968.750,-88.379,0
1580328312.158,16.113,31.250,27.832,-968.750,-75.195,0
1580328312.162,18.066,29.785,28.320,-966.309,-39.551,0
1580328312.166,24.902,31.250,31.250,-975.098,-57.617,0
1580328312.170,23.926,31.250,31.738,-944.824,-63.477,0
1580328312.207,23.926,30.273,32.227,-921.875,-54.688,0
1580328312.211,20.996,29.785,31.738,-965.332,-36.621,0
1580328312.215,23.438,27.832,32.227,-971.191,-57.617,0
1580328312.219,25.879,24.902,30.762,-966.797,-83.984,0
1580328312.223,21.484,23.438,29.785,-968.750,-49.316,0
1580328312.227,23.926,26.855,32.715,-968.262,-28.320,0
1580328312.231,20.508,28.320,32.715,-968.750,-26.855,0
1580328312.234,15.137,24.414,28.809,-968.750,-8.301,0
1580328312.238,20.020,25.879,28.320,-968.750,11.230,0
1580328312.242,21.973,30.273,25.391,-968.750,18.555,0
1580328312.246,15.625,32.227,23.926,-968.750,24.902,0
1580328312.250,6.836,29.785,23.926,-968.750,47.363,0
1580328312.211,7.324,29.785,22.461,-968.262,70.801,0
1580328312.215,12.695,30.762,25.879,-968.750,70.801,0
1580328312.219,12.695,30.273,30.762,-968.750,84.473,0
1580328312.223,12.695,31.738,29.785,-968.750,53.223,0
1580328312.227,14.648,29.297,29.785,-968.750,40.039,0
1580328312.231,13.672,25.879,30.273,-968.750,73.242,0
1580328312.235,13.184,27.832,29.297,-968.750,92.285,0
1580328312.238,13.672,24.902,26.855,-968.750,46.875,0
1580328312.242,17.578,25.879,27.832,-968.750,9.277,0
1580328312.246,20.508,27.344,30.273,-968.750,26.367,0
1580328312.250,18.555,25.879,27.344,-968.750,48.828,0
1580328312.254,15.137,27.832,27.344,-968.750,17.090,0
1580328312.227,13.672,29.297,25.879,-968.750,-24.414,0
1580328312.231,13.672,28.809,24.902,-968.262,10.742,0
1580328312.235,9.277,24.902,26.367,-968.750,12.695,0
1580328312.239,3.906,22.461,25.391,-968.262,5.859,0
1580328312.243,10.742,23.438,27.832,-968.750,4.395,0
1580328312.247,14.160,24.414,31.738,-968.750,2.441,0
1580328312.251,15.137,28.809,31.250,-968.750,3.906,0
1580328312.254,17.090,30.762,31.250,-968.750,-22.461,0
1580328312.258,13.672,29.785,31.250,-968.262,-41.504,0
1580328312.262,12.695,27.344,32.715,-968.262,-16.602,0
1580328312.266,14.160,30.762,34.668,-968.750,-15.137,0
1580328312.270,13.184,32.227,29.785,-968.750,-22.461,0
1580328312.287,11.230,28.320,29.297,-968.750,-34.668,0
1580328312.291,11.230,28.809,33.203,-968.750,-90.820,0
1580328312.295,9.277,27.832,29.785,-968.750,-85.938,0
1580328312.299,8.301,25.879,25.879,-968.750,-43.457,0
1580328312.303,8.789,28.809,27.832,-968.750,-3.906,0
1580328312.307,9.277,33.691,32.715,-969.727,-15.625,0
1580328312.311,7.812,31.738,33.203,-964.844,-55.664,0
1580328312.314,7.812,27.832,30.273,-960.938,-33.691,0
1580328312.318,7.812,28.320,28.809,-977.539,-24.902,0
1580328312.322,6.348,27.344,29.297,-729.004,-15.625,0
1580328312.326,9.766,27.832,36.133,-399.902,-24.902,0
1580328312.330,10.742,30.273,37.598,-419.434,-27.344,0
1580328312.327,5.859,28.809,34.668,-345.703,-13.184,0
1580328312.331,6.836,27.344,35.645,-240.723,-25.879,0
1580328312.335,10.742,28.320,35.645,-389.648,-1.465,0
1580328312.339,11.230,29.785,36.133,-369.141,7.324,0
1580328312.343,10.254,28.320,37.598,-211.426,19.043,0
1580328312.347,13.184,29.297,36.133,-147.461,16.602,0
1580328312.351,13.184,28.809,32.715,-49.316,-3.418,0
1580328312.354,6.836,23.926,33.203,59.570,0.488,0
1580328312.358,8.789,23.926,35.645,146.973,11.719,0
1580328312.362,9.766,24.414,38.086,198.242,-12.207,0
1580328312.366,3.906,23.438,37.598,257.812,-32.715,0
1580328312.370,4.883,22.949,36.133,335.938,-7.324,0
1580328312.387,7.812,20.020,36.621,382.324,-8.789,0
1580328312.391,4.883,18.555,38.574,400.879,-25.391,0
1580328312.395,4.395,19.043,39.062,432.617,-27.344,0
1580328312.399,3.418,18.555,38.086,483.398,-12.695,0
1580328312.403,1.465,21.973,39.551,512.695,-26.367,0
1580328312.407,0.488,26.855,40.527,520.508,-57.617,0
1580328312.411,3.906,27.344,40.527,518.066,-74.219,0
1580328312.414,2.930,25.391,37.109,507.324,-84.961,0
1580328312.418,-2.930,21.973,35.156,489.258,-56.641,0
1580328312.422,-1.953,21.484,36.133,479.980,-62.988,0
1580328312.426,2.441,21.973,37.109,487.305,-89.844,0
1580328312.430,5.371,22.461,38.574,504.883,-69.824,0
1580328312.448,5.371,22.461,39.062,517.578,-70.801,0
1580328312.452,6.348,20.020,38.086,520.508,-77.637,0
1580328312.456,11.719,21.484,37.109,505.859,-60.059,0
1580328312.460,14.648,22.949,37.598,466.309,-85.449,0
1580328312.464,15.625,20.508,39.062,432.129,-73.730,0
1580328312.468,12.695,20.020,38.574,414.062,-39.551,0
1580328312.472,10.254,21.973,38.086,397.949,-50.781,0
1580328312.475,14.648,22.461,37.598,382.812,-75.195,0
1580328312.479,13.184,25.879,38.086,367.676,-79.102,0
1580328312.483,12.207,26.367,37.598,343.262,-24.414,0
