timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1580493050.478,65.430,52.734,38.574,40.527,13.672,0
1580493050.482,64.941,53.711,41.504,36.621,36.621,0
1580493050.486,57.129,57.617,44.922,41.016,45.410,0
1580493050.490,55.176,56.152,42.480,41.504,31.250,0
1580493050.494,60.059,50.781,40.527,29.785,79.102,0
1580493050.498,65.430,51.758,39.062,27.832,112.793,0
1580493050.501,53.223,52.734,38.574,33.203,39.062,0
1580493050.505,36.133,47.363,41.504,32.715,48.828,0
1580493050.509,45.410,45.410,41.016,30.273,72.754,0
1580493050.513,61.035,46.875,38.574,34.180,48.340,0
1580493050.517,52.246,44.922,37.598,34.668,37.109,0
1580493050.521,38.574,43.945,40.527,39.551,58.105,0
1580493050.518,43.457,42.969,40.527,48.340,41.504,0
1580493050.522,54.688,40.527,37.598,47.852,72.266,0
1580493050.526,45.898,39.551,39.062,41.016,78.613,0
1580493050.530,26.367,38.086,44.434,42.969,25.391,0
1580493050.534,22.949,33.691,46.875,45.898,89.355,0
1580493050.538,31.250,30.273,45.410,43.457,55.664,0
1580493050.541,34.180,33.691,45.410,48.340,18.555,0
1580493050.545,20.996,36.621,47.363,56.152,57.129,0
1580493050.549,11.719,34.180,47.852,51.758,19.043,0
1580493050.553,23.438,33.691,46.875,52.734,8.789,0
1580493050.557,32.715,35.156,48.828,57.617,5.859,0
1580493050.561,20.508,37.598,48.340,58.105,37.598,0
1580493050.578,6.348,40.039,46.387,53.223,34.668,0
1580493050.582,18.066,38.086,43.457,42.969,45.898,0
1580493050.586,30.762,34.180,39.062,39.062,55.664,0
1580493050.590,19.531,38.574,39.062,39.551,47.852,0
1580493050.594,11.230,41.992,40.039,36.621,77.637,0
1580493050.598,21.484,41.504,40.527,38.574,63.477,0
1580493050.601,37.109,39.551,41.992,36.621,34.668,0
1580493050.605,28.320,38.086,41.504,26.367,49.316,0
1580493050.609,3.906,37.598,41.992,19.043,15.625,0
1580493050.613,5.859,34.668,40.527,11.719,-19.043,0
1580493050.617,17.578,33.691,36.621,6.836,-17.090,0
1580493050.621,11.719,33.203,40.039,1.953,17.090,0
1580493050.618,-2.930,30.273,41.504,5.371,38.574,0
1580493050.622,0.977,31.250,40.527,20.508,30.273,0
1580493050.626,21.973,34.668,39.551,31.738,15.625,0
1580493050.630,29.297,33.691,41.016,38.086,18.555,0
1580493050.634,24.414,34.180,43.457,48.340,27.832,0
1580493050.638,27.344,36.621,40.039,56.152,-38.574,0
1580493050.641,43.457,37.109,40.039,57.617,-10.742,0
1580493050.645,56.152,36.133,40.039,62.012,97.168,0
1580493050.649,45.898,36.621,39.551,57.129,103.516,0
