timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1579287083.789,63.477,49.316,-966.797,43.457,49.805,0
1579287083.793,62.500,48.828,-967.773,47.852,38.086,0
1579287083.797,69.336,43.945,-968.750,44.922,29.785,0
1579287083.801,62.988,42.969,-968.750,38.086,-3.418,0
1579287083.805,43.457,43.457,-968.750,33.203,-52.734,0
1579287083.809,44.434,38.574,-968.750,29.785,-14.648,0
1579287083.813,49.805,43.945,-968.750,19.043,44.434,0
1579287083.816,48.828,56.641,-968.750,9.277,70.801,0
1579287083.820,37.598,55.664,-968.262,0.488,55.176,0
1579287083.824,7.324,58.105,-968.750,-1.465,2.930,0
1579287083.828,-18.066,33.691,-968.262,-17.090,34.180,0
1579287083.832,-25.879,34.180,-968.262,-38.086,63.965,0
1579287083.829,-37.598,62.012,-968.750,-51.758,48.340,0
1579287083.833,-48.340,48.828,-968.262,-60.059,61.035,0
1579287083.837,-57.129,49.805,-968.262,-72.266,68.359,0
1579287083.841,-76.172,51.270,-968.750,-91.309,24.902,0
1579287083.845,-83.496,49.316,-968.750,-92.773,41.992,0
1579287083.849,-88.867,44.434,-968.750,-95.215,76.660,0
1579287083.853,-102.539,42.480,-968.750,-111.328,47.363,0
1579287083.856,-108.887,60.059,-968.262,-122.070,19.531,0
1579287083.860,-110.352,40.039,-968.750,-123.535,34.668,0
1579287083.864,-121.094,26.855,-968.750,-125.488,25.391,0
1579287083.868,-131.348,55.176,-968.750,-128.906,18.555,0
1579287083.872,-118.164,50.293,-968.750,-123.535,35.156,0
1579287083.870,-89.355,48.340,-968.750,-111.328,43.457,0
1579287083.874,-66.406,37.598,-968.750,-89.355,13.672,0
1579287083.878,-44.922,39.551,-968.750,-63.965,-7.324,0
1579287083.882,-33.691,51.758,-968.750,-50.293,44.434,0
1579287083.886,-20.508,34.668,-968.750,-33.203,52.734,0
1579287083.890,8.301,34.668,-969.238,-6.348,25.879,0
1579287083.894,32.227,33.691,-965.820,18.066,13.672,0
1579287083.897,57.129,37.598,-971.191,39.551,19.531,0
1579287083.901,78.613,60.059,-954.102,52.734,46.875,0
1579287083.905,86.914,58.105,-880.371,64.941,46.875,0
1579287083.909,94.238,48.828,-812.012,81.543,28.809,0
1579287083.913,103.516,43.945,-755.859,90.332,74.707,0
1579287083.929,118.164,42.480,-848.633,94.727,66.895,0
1579287083.933,126.465,58.105,-795.410,98.633,3.418,0
1579287083.937,134.277,61.035,-558.105,111.816,24.414,0
1579287083.941,144.043,57.617,-454.590,129.883,42.480,0
1579287083.945,150.391,54.199,-400.391,134.277,46.387,0
1579287083.949,154.785,37.598,-591.309,135.742,10.254,0
1579287083.953,132.324,46.387,-607.910,139.648,20.508,0
1579287083.956,129.883,53.223,-394.043,142.578,20.020,0
1579287083.960,138.672,56.152,-252.441,142.578,4.883,0
1579287083.964,136.719,61.523,-90.820,140.137,20.020,0
1579287083.968,147.949,36.133,-325.684,140.137,3.906,0
1579287083.972,152.344,42.969,-389.648,137.695,30.762,0
1579287083.969,143.066,66.895,-102.051,130.859,14.160,0
1579287083.973,145.996,60.059,-83.496,114.746,23.926,0
1579287083.977,149.414,56.641,-85.938,108.398,44.922,0
1579287083.981,149.902,51.270,-222.168,109.863,-40.527,0
1579287083.985,147.461,55.176,-234.375,102.051,-59.082,0
1579287083.989,140.625,50.293,-203.613,94.727,21.484,0
1579287083.993,139.160,43.945,-307.617,97.168,58.594,0
1579287083.996,124.512,57.129,-156.250,102.539,31.250,0
1579287084.000,112.305,37.109,-202.148,104.492,42.480,0
1579287084.004,107.422,22.949,-415.039,100.586,88.867,0
1579287084.008,92.773,41.016,-312.500,97.656,62.500,0
1579287084.012,79.590,42.969,-148.926,100.098,72.754,0
1579287084.029,79.590,43.457,-11.719,95.215,92.285,0
1579287084.033,83.008,26.367,-147.461,87.891,24.414,0
1579287084.037,86.426,23.926,-281.738,75.195,-31.738,0
1579287084.041,88.379,38.574,-169.434,72.266,-11.230,0
1579287084.045,83.984,30.273,-98.633,76.660,29.297,0
1579287084.049,84.961,22.461,-178.223,70.312,37.109,0
1579287084.053,75.684,8.789,-307.617,61.035,55.664,0
1579287084.056,78.125,5.371,-523.438,53.711,52.246,0
1579287084.060,87.402,38.574,-352.051,53.711,60.059,0
1579287084.064,81.543,35.156,-127.930,56.641,37.109,0
1579287084.068,83.496,28.809,-131.348,50.293,52.734,0
1579287084.072,79.102,17.090,-235.352,45.898,12.207,0
1579287084.069,81.055,10.254,-364.258,47.363,-18.555,0
1579287084.073,82.031,26.855,-262.207,48.340,59.570,0
1579287084.077,56.152,29.785,-161.621,47.363,67.383,0
1579287084.081,54.688,31.250,-155.762,46.875,38.086,0
1579287084.085,71.289,27.832,-190.430,46.875,30.273,0
1579287084.089,65.430,8.789,-368.652,46.387,14.648,0
1579287084.093,51.270,18.066,-458.496,41.504,-4.883,0
1579287084.096,39.062,33.691,-331.543,34.180,42.480,0
1579287084.100,36.621,32.715,-293.457,31.738,62.500,0
1579287084.104,42.969,27.344,-234.863,30.273,45.410,0
1579287084.108,38.086,-6.836,-517.090,19.531,38.574,0
1579287084.112,25.879,-0.977,-644.531,9.766,34.668,0
1579287084.109,22.949,18.555,-340.332,3.906,31.250,0
1579287084.113,14.648,6.348,-302.246,0.000,26.855,0
1579287084.117,9.766,2.441,-281.250,-4.395,49.805,0
1579287084.121,16.602,-11.230,-375.488,-9.277,52.246,0
1579287084.125,27.832,-18.066,-564.453,-6.348,-38.574,0
1579287084.129,30.762,-7.324,-584.961,-2.930,-81.055,0
1579287084.133,27.344,4.395,-493.652,7.324,10.742,0
1579287084.136,28.809,10.254,-397.949,15.625,33.691,0
1579287084.140,33.691,-3.418,-555.176,10.742,10.742,0
