,image_type,oddball,mark,rts,resps
0,1,0,0,0.6094412000005112,z
1,0,0,2,0.46687830000204844,m
2,0,0,2,0.35049679999989936,m
3,0,1,3,0.3181598999993642,m
4,0,0,2,0.4005445000004948,m
5,0,1,3,0.5166270000015609,m
6,1,0,0,0.43389540000195836,z
7,1,0,0,0.41713009999981243,z
8,0,0,2,0.38414099999942297,m
9,1,0,0,0.36688639999949735,z
10,1,1,1,0.33566349999977874,m
11,0,0,2,0.36790140000028115,m
12,1,0,0,0.385330299998915,z
13,1,1,1,0.3188317000006742,z
14,1,0,0,0.25060219999946565,z
15,1,0,0,0.39997240000119105,z
16,1,0,0,0.43379260000131903,z
17,0,0,2,0.3702354999996724,m
18,0,0,2,0.2687943000007682,m
19,1,0,0,0.36583069999985685,z
20,1,0,0,0.28509139999878985,z
21,1,0,0,0.4345901999987265,z
22,1,0,0,0.2840224000001277,z
23,1,0,0,0.2673156000008705,z
24,0,0,2,0.350483399999554,m
25,1,1,1,0.3338811999994624,z
26,0,1,3,0.31727799999854955,m
27,0,0,2,0.31742340000025626,z
28,1,0,0,0.3677138000011346,z
29,0,0,2,0.45032710000145193,m
30,0,1,3,0.4840806999991498,m
31,1,1,1,0.38358820000029814,z
32,0,0,2,0.45023990000203185,m
33,1,1,1,0.4339000000005582,z
34,1,0,0,0.284377699999133,z
35,1,0,0,0.35132730000071,z
36,0,0,2,0.48390480000082725,m
37,0,0,2,0.36638460000008743,m
38,1,0,0,0.30065880000079637,z
39,0,0,2,0.5521411000009,m
40,1,0,0,0.3337022000002974,z
41,1,0,0,0.5168290999998923,z
42,1,0,0,0.28388469999754573,z
43,1,0,0,0.2516410000004343,z
44,0,0,2,0.35217510000107977,m
45,1,0,0,0.3679068999991695,z
46,0,0,2,0.36855990000057925,m
47,0,0,2,0.26806049999903325,m
48,0,1,3,0.3021237000006647,m
49,1,0,0,0.40171110000055665,z
50,0,0,2,0.41824920000039656,m
51,0,0,2,0.28389290000090894,m
52,1,0,0,0.367109800000325,z
53,0,1,3,0.36708019999881136,m
54,0,0,2,0.38391329999956425,m
55,0,0,2,0.4011622999997506,m
56,0,0,2,0.2853643999992779,m
57,0,0,2,0.3683664000000628,m
58,0,0,2,0.25053040000093496,m
59,0,1,3,0.3023081999995918,m
60,1,0,0,0.35152179999919797,z
61,1,0,0,0.2853806999986408,z
62,0,0,2,0.367774600001765,m
63,1,0,0,0.35029799999895017,z
64,1,1,1,0.38493770000083716,z
65,0,0,2,0.36698120000151535,m
66,1,1,1,0.3672384000002855,z
67,1,0,0,0.3338495000013897,z
68,1,0,0,0.29997650000070464,z
69,1,0,0,0.2668840999987232,z
70,0,0,2,0.4169336000012367,m
71,1,0,0,0.3670400999997321,z
72,0,0,2,0.3834812000006589,m
73,0,0,2,0.2677409999989615,z
