,image_type,oddball,mark,rts,resps
0,1,0,0,0.5585637000011521,z
1,1,0,0,0.3006956000015708,z
2,0,0,2,0.35057449999930945,m
3,0,0,2,0.28426770000110446,m
4,0,0,2,0.30073590000024764,m
5,1,0,0,0.334086499999668,z
6,0,0,2,0.3674840999991815,m
7,1,0,0,0.36876589999879705,z
8,0,1,3,0.41731809999923986,m
9,0,1,3,0.3170298999991754,z
10,0,0,2,0.5028942999994908,m
11,0,0,2,0.4347123999989779,m
12,1,0,0,0.36767640000032253,m
13,0,1,3,0.4862036999999766,m
14,1,1,1,0.3180950999997685,z
15,0,1,3,0.4012807999982124,m
16,1,0,0,0.2671423999997833,z
17,0,0,2,0.38463699999939993,z
18,0,0,2,0.4193371999996931,m
19,0,0,2,0.46739409999921167,m
20,1,0,0,0.40072870000049443,z
21,0,0,2,0.40050410000019987,m
22,0,0,2,0.31770990000018307,m
23,0,0,2,0.30029840000051977,m
24,0,0,2,0.31733999999908313,m
25,0,0,2,0.2512389000010615,m
26,0,0,2,0.26700589999891466,m
27,1,0,0,0.4005048999983345,z
28,1,0,0,0.2839758999990376,m
29,0,0,2,0.33516870000047594,m
30,1,0,0,0.383956800000655,z
31,1,1,1,0.46692540000040417,z
32,1,1,1,0.35032730000136647,z
33,1,0,0,0.3339633999977045,z
34,0,0,2,0.40268159999873254,m
35,0,0,2,0.33416709999895167,m
36,1,0,0,0.400505599999766,z
37,0,0,2,0.31846569999974506,m
38,0,0,2,0.2521597000007536,m
39,0,0,2,0.25064799999910314,m
40,1,0,0,0.45184800000059266,z
41,0,0,2,0.3830280999984703,m
42,1,1,1,0.3678821999980473,z
43,1,0,0,0.40063979999994404,z
44,1,0,0,0.30123049999912177,z
45,1,0,0,0.25083429999833795,z
46,1,0,0,0.35130130000095305,z
47,0,0,2,0.36789549999900806,m
48,1,1,1,0.400894899999251,z
49,1,0,0,0.502603399999592,z
50,1,0,0,0.317828799999301,z
51,0,1,3,0.5351110999998812,m
52,1,1,1,0.30014370000091417,z
53,0,0,2,0.4010579000003336,m
54,0,0,2,0.299596999999316,m
55,1,0,0,0.36750000000039384,z
56,1,0,0,0.31737940000028697,z
57,1,1,1,0.28421150000119355,z
58,0,0,2,0.38408050000065064,m
59,1,0,0,0.38645090000218074,z
60,1,0,0,0.49974249999878384,z
61,0,0,2,0.43503999999854126,m
62,1,0,0,0.28463330000191367,z
63,1,0,0,0.33471169999948414,m
64,1,0,0,0.4509470999993035,z
65,0,0,2,0.4016084000002824,m
66,0,1,3,0.3680505999993069,m
67,0,1,3,0.5489382000018261,m
68,1,1,1,0.28729570000045035,z
69,0,0,2,0.4172739000004029,m
70,1,0,0,0.3341651999991302,z
71,0,0,2,0.3190551000005126,m
72,0,0,2,0.267415399998864,m
