,image_type,oddball,mark,rts,resps
0,0,0,2,NA,NA
1,0,0,2,0.650437700002013,m
2,1,0,0,0.3845030999986738,m
3,1,0,0,0.4867149999973379,z
4,0,0,2,0.5344670000023148,z
5,1,0,0,0.46724609999681865,z
6,1,0,0,0.4360007000002122,m
7,0,0,2,0.5845678999987913,m
8,1,0,0,0.7341707000030153,z
9,1,0,0,0.4678797000002901,z
10,1,0,0,0.5006615999985573,z
11,0,0,2,0.5512908000000201,m
12,1,0,0,0.6180389000011894,m
13,0,0,2,0.44949510000242543,m
14,0,1,3,0.6363823999987579,m
15,1,0,0,NA,NA
16,0,0,2,NA,NA
17,0,0,2,NA,NA
18,0,0,2,NA,NA
19,1,1,1,0.5834614999979515,z
20,0,1,3,0.5005224999996336,m
21,0,0,2,0.4840848999976193,m
22,0,0,2,0.4657922000015353,m
23,1,0,0,0.4683128000002732,z
24,0,0,2,0.5839691000006202,m
25,0,0,2,0.46890519999854785,m
26,1,0,0,0.41594229999987453,z
27,1,0,0,0.5030370999990379,z
28,0,0,2,0.48443250000239146,m
29,0,0,2,0.40076549999762645,m
30,1,0,0,0.5840317999994518,z
31,0,0,2,0.43512829999831215,m
32,1,0,0,0.6173077000030132,z
33,1,0,0,0.41894000000020815,z
34,1,0,0,0.4520755999966952,z
35,0,0,2,0.46795349999805724,m
36,1,0,0,0.7512420000018978,z
37,1,0,0,0.45181859999813234,z
38,0,0,2,0.534006299998796,m
39,1,0,0,0.567362799998864,z
40,0,0,2,0.46718370000030807,m
41,0,0,2,0.4523873000005596,m
42,0,0,2,0.4337679000020531,m
43,0,0,2,0.4172639999994554,z
44,1,0,0,0.551070599996875,z
45,0,0,2,0.5514568000050457,m
46,0,0,2,0.4689932000011867,m
47,1,1,1,0.485000799999153,z
48,0,0,2,0.41706219999761585,m
49,0,0,2,0.40148730000154753,m
50,0,0,2,0.36710940000274506,m
51,0,0,2,0.4175404000025633,z
52,0,0,2,0.48440779999932637,m
53,0,0,2,0.4341304000008652,m
54,1,0,0,0.43445609999856694,z
55,1,0,0,0.43444209999983463,z
56,0,0,2,0.4181045000003889,m
57,0,1,3,0.4510599000027906,m
58,0,0,2,0.5175135999996237,m
59,0,0,2,0.35159110000031735,m
60,0,0,2,0.4021023000003634,m
61,1,0,0,0.5157397000016772,z
62,1,0,0,0.4181831999991932,z
63,1,0,0,0.4357256999977477,z
64,0,0,2,0.368232299998565,m
65,0,0,2,0.4326362999985003,m
66,1,0,0,0.48763310000066395,z
67,0,0,2,0.4683169000030072,m
68,1,1,1,0.43212020000113616,m
69,1,0,0,0.5002365999998668,z
70,0,0,2,0.46956850000020833,m
71,1,0,0,0.46883089999969996,z
72,1,0,0,0.41777310000063994,z
