,image_type,oddball,mark,rts,resps
0,1,0,0,0.6600854999999246,z
1,1,0,0,0.5337054999999897,z
2,1,0,0,0.467851300000073,z
3,0,0,2,0.4849208000001668,m
4,0,0,2,0.41719890000001536,m
5,0,0,2,0.40030409999993655,m
6,0,0,2,0.733505699999971,z
7,0,1,3,0.6167985999999479,m
8,1,1,1,0.8833631000000775,m
9,1,0,0,0.600097400000168,m
10,1,0,0,0.48396749999980226,m
11,1,1,1,0.6004884999999729,z
12,0,0,2,0.566526200000075,m
13,1,1,1,0.46691440000002493,z
14,1,0,0,0.5002300000000202,z
15,1,0,0,0.4340306000000771,z
16,0,0,2,0.4670114000000798,m
17,0,1,3,0.582424399999701,m
18,1,0,0,0.6501595999998826,m
19,0,0,2,0.6167592000000144,m
20,0,1,3,0.5837790999998385,m
21,0,1,3,0.4503072000000279,m
22,0,0,2,0.5501248999998971,m
23,1,0,0,0.4337150999999184,z
24,1,1,1,0.40014189999990757,z
25,0,0,2,0.4336581000000068,m
26,0,0,2,0.40077549999997397,m
27,0,0,2,0.36705259999984086,m
28,0,0,2,0.3670037000001438,m
29,0,0,2,0.31719139999997203,m
30,1,1,1,0.4670106000000176,z
31,0,0,2,0.4502881999999939,m
32,0,0,2,0.38357399999989705,m
33,0,0,2,0.3337188999998508,m
34,1,0,0,0.43363910000013295,z
35,0,0,2,0.5004217999999829,m
36,0,0,2,0.4508011999997821,m
37,1,0,0,0.49992569999999437,z
38,0,0,2,0.36728780000005856,m
39,0,1,3,0.38377289999982667,m
40,1,0,0,0.4837561000000803,z
41,0,0,2,0.45031610000007505,m
42,1,0,0,0.3848257999998026,z
43,0,0,2,0.39979829999983196,m
44,1,0,0,0.36635469999981596,z
45,1,0,0,0.41690059999994045,z
46,1,0,0,0.45049790000016965,z
47,1,0,0,0.41708890000025445,z
48,1,0,0,0.38334440000003434,z
49,0,0,2,0.4839431000001191,m
50,1,0,0,0.3845796999998201,z
51,1,1,1,0.31649719999992465,z
52,1,0,0,0.4500903000001233,z
53,0,0,2,0.46735289999989016,m
54,0,0,2,0.43325409999997744,m
55,0,0,2,0.31720979999989307,m
56,1,0,0,0.43366439999993456,z
57,0,0,2,0.4673926000000024,z
58,0,0,2,0.5168413000000445,m
59,1,0,0,0.4836543000001703,z
60,0,1,3,0.46714140000002136,m
61,1,1,1,0.4504355999999792,z
62,1,0,0,0.5169717999999774,m
63,0,0,2,0.4170640000000101,m
64,0,0,2,0.4668952000000566,m
65,1,0,0,0.4837012000000269,z
66,0,0,2,0.43350720000014453,m
67,1,1,1,0.5003309000000171,z
68,0,0,2,0.6001542000002116,z
69,1,0,0,0.5003970000000466,z
70,1,1,1,0.5503777000000274,z
71,1,0,0,0.5677720000002102,z
72,0,0,2,0.6497773000001725,m
73,0,1,3,0.6167430999999635,m
